ACT Symbol,Security Name,Exchange,CQS Symbol,ETF,Round Lot Size,Test Issue,NASDAQ Symbol
SCE$K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,N,SCEpK,N,100,N,SCE-K
SCE$L,SCE TRUST VI,N,SCEpL,N,100,N,SCE-L
SCE$M,SCE Trust VII 7.50% Trust Preference Securities,N,SCEpM,N,100,N,SCE-M
SCE$N,SCE Trust VIII 6.95% Trust Preference Securities,N,SCEpN,N,100,N,SCE-N
SCHW,Charles Schwab Corporation (The) Common Stock,N,SCHW,N,100,N,SCHW
SCHW$D,"The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock, Series D",N,SCHWpD,N,100,N,SCHW-D
SCHW$J,"The Charles Schwab Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock, Series J",N,SCHWpJ,N,100,N,SCHW-J
SCI,Service Corporation International Common Stock,N,SCI,N,100,N,SCI
SCL,Stepan Company Common Stock,N,SCL,N,100,N,SCL
SCM,Stellus Capital Investment Corporation Common Stock,N,SCM,N,100,N,SCM
SCS,Steelcase Inc. Common Stock,N,SCS,N,100,N,SCS
SD,"SandRidge Energy, Inc. Common Stock",N,SD,N,100,N,SD
SDHC,Smith Douglas Homes Corp. Class A Common Stock,N,SDHC,N,100,N,SDHC
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,N,SDHY,N,100,N,SDHY
SDRL,Seadrill Limited Common Shares,N,SDRL,N,100,N,SDRL
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",N,SE,N,100,N,SE
SEAL$A,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units,N,SEALpA,N,100,N,SEAL-A
SEAL$B,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,N,SEALpB,N,100,N,SEAL-B
SEDA,SDCL EDGE Acquisition Corporation Class A Ordinary Shares,N,SEDA,N,100,N,SEDA
SEDA.U,"SDCL EDGE Acquisition Corporation Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",N,SEDA.U,N,100,N,SEDA=
SEDA.W,"SDCL EDGE Acquisition Corporation Redeemable warrants, each whole warrant exercisable for one share of Class A ordinary share at an exercise price of $11.50",N,SEDA.WS,N,100,N,SEDA+
SEE,Sealed Air Corporation Common Stock,N,SEE,N,100,N,SEE
SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",N,SEI,N,100,N,SEI
SEM,Select Medical Holdings Corporation Common Stock,N,SEM,N,100,N,SEM
SEMR,"SEMrush Holdings, Inc. Class A Common Stock",N,SEMR,N,100,N,SEMR
SES,SES AI Corporation Class A Common Stock,N,SES,N,100,N,SES
SES.W,"SES AI Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",N,SES.WS,N,100,N,SES+
SF,Stifel Financial Corporation Common Stock,N,SF,N,100,N,SF
SF$B,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock, Series B",N,SFpB,N,100,N,SF-B
SF$C,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.125% Non Cumulative Preferred Stock, Series C",N,SFpC,N,100,N,SF-C
SF$D,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock, Series D",N,SFpD,N,100,N,SF-D
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,N,SFB,N,100,N,SFB
SFBS,"ServisFirst Bancshares, Inc. Common Stock",N,SFBS,N,100,N,SFBS
SFL,SFL Corporation Ltd,N,SFL,N,100,N,SFL
SG,"Sweetgreen, Inc. Class A Common Stock",N,SG,N,100,N,SG
SGHC,Super Group (SGHC) Limited Ordinary Shares,N,SGHC,N,100,N,SGHC
SGU,Star Group L.P. Common Stock,N,SGU,N,100,N,SGU
SHAK,"Shake Shack, Inc. Class A Common Stock",N,SHAK,N,100,N,SHAK
SHCO,Soho House & Co Inc. Class A Common Stock,N,SHCO,N,100,N,SHCO
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,N,SHEL,N,100,N,SHEL
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,N,SHG,N,100,N,SHG
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",N,SHO,N,100,N,SHO
SHO$H,"Sunstone Hotel Investors, Inc. 6.125% Series H Cumulative Redeemable Preferred Stock",N,SHOpH,N,100,N,SHO-H
SHO$I,"Sunstone Hotel Investors, Inc. 5.70% Series I Cumulative Redeemable Preferred Stock",N,SHOpI,N,100,N,SHO-I
SHOC,EA Series Trust Strive U.S. Semiconductor ETF,N,SHOC,Y,100,N,SHOC
SHOP,Shopify Inc. Class A Subordinate Voting Shares,N,SHOP,N,100,N,SHOP
SHW,Sherwin-Williams Company (The) Common Stock,N,SHW,N,100,N,SHW
SID,Companhia Siderurgica Nacional S.A. Common Stock,N,SID,N,100,N,SID
SIG,Signet Jewelers Limited Common Shares,N,SIG,N,100,N,SIG
SII,Sprott Inc. Common Shares,N,SII,N,100,N,SII
SILA,"Sila Realty Trust, Inc. Common Stock",N,SILA,N,100,N,SILA
SITC,SITE Centers Corp. Common Stock,N,SITC,N,100,N,SITC
SITC$A,SITE Centers Corp. 6.375% Class A Preferred Shares,N,SITCpA,N,100,N,SITC-A
SITE,"SiteOne Landscape Supply, Inc. Common Stock",N,SITE,N,100,N,SITE
SJM,The J.M. Smucker Company Common Stock,N,SJM,N,100,N,SJM
SJT,San Juan Basin Royalty Trust Common Stock,N,SJT,N,100,N,SJT
SJW,SJW Group Common Stock (DE),N,SJW,N,100,N,SJW
SKE,Skeena Resources Limited Common Shares,N,SKE,N,100,N,SKE
SKIL,Skillsoft Corp. Class A Common Stock,N,SKIL,N,100,N,SKIL
SKLZ,Skillz Inc. Class A Common Stock,N,SKLZ,N,100,N,SKLZ
SKM,"SK Telecom Co., Ltd. Common Stock",N,SKM,N,100,N,SKM
SKT,Tanger Inc. Common Stock,N,SKT,N,100,N,SKT
SKX,"Skechers U.S.A., Inc. Common Stock",N,SKX,N,100,N,SKX
SKY,"Champion Homes, Inc. Common Stock",N,SKY,N,100,N,SKY
SLB,Schlumberger N.V. Common Stock,N,SLB,N,100,N,SLB
SLF,Sun Life Financial Inc. Common Stock,N,SLF,N,100,N,SLF
SLG,SL Green Realty Corp Common Stock,N,SLG,N,100,N,SLG
SLG$I,SL Green Realty Corporation Preferred Series I,N,SLGpI,N,100,N,SLG-I
SLGN,Silgan Holdings Inc. Common Stock,N,SLGN,N,100,N,SLGN
SLQT,"SelectQuote, Inc. Common Stock",N,SLQT,N,100,N,SLQT
SLVM,Sylvamo Corporation Common Stock,N,SLVM,N,100,N,SLVM
SM,SM Energy Company Common Stock,N,SM,N,100,N,SM
SMAR,Smartsheet Inc. Class A Common Stock,N,SMAR,N,100,N,SMAR
SMBK,"SmartFinancial, Inc. Common Stock",N,SMBK,N,100,N,SMBK
SMC,Summit Midstream Corporation Common Stock,N,SMC,N,100,N,SMC
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),N,SMFG,N,100,N,SMFG
SMG,Scotts Miracle-Gro Company (The) Common Stock,N,SMG,N,100,N,SMG
SMHI,SEACOR Marine Holdings Inc. Common Stock ,N,SMHI,N,100,N,SMHI
SMP,"Standard Motor Products, Inc. Common Stock",N,SMP,N,100,N,SMP
SMR,NuScale Power Corporation Class A Common Stock,N,SMR,N,100,N,SMR
SMR.W,"NuScale Power Corporation Warrants, each exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",N,SMR.WS,N,100,N,SMR+
SMRT,"SmartRent, Inc. Class A Common Stock",N,SMRT,N,100,N,SMRT
SMWB,Similarweb Ltd. Ordinary Shares,N,SMWB,N,100,N,SMWB
SN,"SharkNinja, Inc. Ordinary Shares",N,SN,N,100,N,SN
SNA,Snap-On Incorporated Common Stock,N,SNA,N,100,N,SNA
SNAP,Snap Inc. Class A Common Stock,N,SNAP,N,100,N,SNAP
SNDA,"Sonida Senior Living, Inc. Common Stock",N,SNDA,N,100,N,SNDA
SNDR,"Schneider National, Inc. Common Stock",N,SNDR,N,100,N,SNDR
SNN,"Smith & Nephew SNATS, Inc. Common Stock",N,SNN,N,100,N,SNN
SNOW,Snowflake Inc. Class A Common Stock,N,SNOW,N,100,N,SNOW
SNV,Synovus Financial Corp. Common Stock,N,SNV,N,100,N,SNV
SNV$D,"Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D Liquation Preference $25.00 per Share",N,SNVpD,N,100,N,SNV-D
SNV$E,"Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E",N,SNVpE,N,100,N,SNV-E
SNX,TD SYNNEX Corporation Common Stock,N,SNX,N,100,N,SNX
SO,Southern Company (The) Common Stock,N,SO,N,100,N,SO
SOC,Sable Offshore Corp. Common Stock,N,SOC,N,100,N,SOC
SOC.W,"Sable Offshore Corp. Warrants, each whole warrant exercisable for one share of Common Stock at an exercise price of $11.50",N,SOC.WS,N,100,N,SOC+
SOJC,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",N,SOJC,N,100,N,SOJC
SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",N,SOJD,N,100,N,SOJD
SOJE,"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",N,SOJE,N,100,N,SOJE
SOL,"Emeren Group Ltd American Depositary Shares, each representing 10 shares",N,SOL,N,100,N,SOL
SOLV,Solventum Corporation Common Stock,N,SOLV,N,100,N,SOLV
SON,Sonoco Products Company Common Stock,N,SON,N,100,N,SON
SONY,Sony Group Corporation American Depositary Shares ,N,SONY,N,100,N,SONY
SOR,"Source Capital, Inc. Common Stock",N,SOR,N,100,N,SOR
SOS,SOS Limited American Depositary Shares,N,SOS,N,100,N,SOS
SPB,"Spectrum Brands Holdings, Inc. Common Stock",N,SPB,N,100,N,SPB
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",N,SPCE,N,100,N,SPCE
SPE,"Special Opportunities Fund, Inc Common Stock",N,SPE,N,100,N,SPE
SPE$C,"Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock, Series C",N,SPEpC,N,100,N,SPE-C
SPG,"Simon Property Group, Inc. Common Stock",N,SPG,N,100,N,SPG
SPG$J,"Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock",N,SPGpJ,N,100,N,SPG-J
SPGI,S&P Global Inc. Common Stock,N,SPGI,N,100,N,SPGI
SPH,"Suburban Propane Partners, L.P. Common Stock",N,SPH,N,100,N,SPH
SPHR,Sphere Entertainment Co. Class A Common Stock,N,SPHR,N,100,N,SPHR
SPIR,"Spire Global, Inc. Class A Common Stock",N,SPIR,N,100,N,SPIR
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,N,SPLP,N,100,N,SPLP
SPLP$A,"Steel Partners Holdings LP 6.0% Series A Preferred Units, no par value",N,SPLPpA,N,100,N,SPLP-A
SPMC,"Sound Point Meridian Capital, Inc. Common Stock",N,SPMC,N,100,N,SPMC
SPNT,SiriusPoint Ltd. Common Shares,N,SPNT,N,100,N,SPNT
SPNT$B,"SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares, Series B, $25.00 liquidation preference per share",N,SPNTpB,N,100,N,SPNT-B
SPOT,Spotify Technology S.A. Ordinary Shares,N,SPOT,N,100,N,SPOT
SPR,"Spirit Aerosystems Holdings, Inc. Common Stock",N,SPR,N,100,N,SPR
SPRU,Spruce Power Holding Corporation Class A Common Stock,N,SPRU,N,100,N,SPRU
SPXC,"SPX Technologies, Inc. Common Stock",N,SPXC,N,100,N,SPXC
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,N,SPXX,N,100,N,SPXX
SQ,"Block, Inc. Class A Common Stock,",N,SQ,N,100,N,SQ
SQM,Sociedad Quimica y Minera S.A. Common Stock,N,SQM,N,100,N,SQM
SQNS,Sequans Communications S.A. American Depositary Shares,N,SQNS,N,100,N,SQNS
SQSP,"Squarespace, Inc. Class A Common Stock",N,SQSP,N,100,N,SQSP
SR,Spire Inc. Common Stock,N,SR,N,100,N,SR
SR$A,"Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock",N,SRpA,N,100,N,SR-A
SRE,DBA Sempra Common Stock,N,SRE,N,100,N,SRE
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,N,SREA,N,100,N,SREA
SRFM,Surf Air Mobility Inc. Common Stock,N,SRFM,N,100,N,SRFM
SRG,Seritage Growth Properties Class A Common Stock,N,SRG,N,100,N,SRG
SRG$A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,N,SRGpA,N,100,N,SRG-A
SRI,"Stoneridge, Inc. Common Stock",N,SRI,N,100,N,SRI
SRL,Scully Royalty Ltd.,N,SRL,N,100,N,SRL
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,N,SRV,N,100,N,SRV
SSB,SouthState Corporation Common Stock,N,SSB,N,100,N,SSB
SSD,"Simpson Manufacturing Company, Inc. Common Stock",N,SSD,N,100,N,SSD
SSL,Sasol Ltd. American Depositary Shares,N,SSL,N,100,N,SSL
SST,"System1, Inc. Class A Common Stock",N,SST,N,100,N,SST
SST.W,"System1, Inc. Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",N,SST.WS,N,100,N,SST+
SSTK,"Shutterstock, Inc. Common Stock",N,SSTK,N,100,N,SSTK
ST,Sensata Technologies Holding plc Ordinary Shares,N,ST,N,100,N,ST
STAG,"Stag Industrial, Inc. Common Stock",N,STAG,N,100,N,STAG
STC,Stewart Information Services Corporation Common Stock,N,STC,N,100,N,STC
STE,STERIS plc (Ireland) Ordinary Shares,N,STE,N,100,N,STE
STEL,"Stellar Bancorp, Inc. Common Stock",N,STEL,N,100,N,STEL
STEM,"Stem, Inc. Class A Common Stock",N,STEM,N,100,N,STEM
STEW,"SRH Total Return Fund, Inc. Common Stock",N,STEW,N,100,N,STEW
STG,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",N,STG,N,100,N,STG
STK,Columbia Seligman Premium Technology Growth Fund Inc,N,STK,N,100,N,STK
STLA,Stellantis N.V. Common Shares,N,STLA,N,100,N,STLA
STM,STMicroelectronics N.V. Common Stock,N,STM,N,100,N,STM
STN,Stantec Inc Common Stock,N,STN,N,100,N,STN
STNG,Scorpio Tankers Inc. Common Shares,N,STNG,N,100,N,STNG
STR,Sitio Royalties Corp. Class A Common Stock,N,STR,N,100,N,STR
STRV,EA Series Trust Strive 500 ETF,N,STRV,Y,100,N,STRV
STT,State Street Corporation Common Stock,N,STT,N,100,N,STT
STT$G,"State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative",N,STTpG,N,100,N,STT-G
STVN,Stevanato Group S.p.A. Ordinary Shares,N,STVN,N,100,N,STVN
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",N,STWD,N,100,N,STWD
STXD,EA Series Trust Strive 1000 Dividend Growth ETF,N,STXD,Y,100,N,STXD
STXE,EA Series Trust Strive Emerging Markets Ex-China ETF,N,STXE,Y,100,N,STXE
STXG,EA Series Trust Strive 1000 Growth ETF,N,STXG,Y,100,N,STXG
STXI,EA Series Trust Strive International Developed Markets ETF,N,STXI,Y,100,N,STXI
STXK,EA Series Trust Strive Small-Cap ETF,N,STXK,Y,100,N,STXK
STXM,EA Series Trust Strive Mid-Cap ETF,N,STXM,Y,100,N,STXM
STXT,EA Series Trust Strive Total Return Bond ETF,N,STXT,Y,100,N,STXT
STXV,EA Series Trust Strive 1000 Value ETF,N,STXV,Y,100,N,STXV
STZ,"Constellation Brands, Inc. Common Stock",N,STZ,N,100,N,STZ
SU,Suncor Energy  Inc. Common Stock,N,SU,N,100,N,SU
SUI,"Sun Communities, Inc. Common Stock",N,SUI,N,100,N,SUI
SUM,"Summit Materials, Inc. Class A Common Stock",N,SUM,N,100,N,SUM
SUN,Sunoco LP Common Units representing limited partner interests,N,SUN,N,100,N,SUN
SUP,"Superior Industries International, Inc. Common Stock (DE)",N,SUP,N,100,N,SUP
SUPP,TCW Transform Supply Chain ETF,N,SUPP,Y,100,N,SUPP
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,N,SUPV,N,100,N,SUPV
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),N,SUZ,N,100,N,SUZ
SVV,"Savers Value Village, Inc. Common Stock",N,SVV,N,100,N,SVV
SW,Smurfit WestRock plc Ordinary Shares,N,SW,N,100,N,SW
SWI,SolarWinds Corporation Common Stock,N,SWI,N,100,N,SWI
SWK,"Stanley Black & Decker, Inc. Common Stock",N,SWK,N,100,N,SWK
SWN,Southwestern Energy Company Common Stock,N,SWN,N,100,N,SWN
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",N,SWX,N,100,N,SWX
SWZ,"Swiss Helvetia Fund, Inc. (The) Common Stock",N,SWZ,N,100,N,SWZ
SXC,"SunCoke Energy, Inc. Common Stock",N,SXC,N,100,N,SXC
SXI,Standex International Corporation Common Stock,N,SXI,N,100,N,SXI
SXT,Sensient Technologies Corporation Common Stock,N,SXT,N,100,N,SXT
SYF,Synchrony Financial Common Stock,N,SYF,N,100,N,SYF
SYF$A,"Synchrony Financial Depositary Shares, each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",N,SYFpA,N,100,N,SYF-A
SYF$B,"Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",N,SYFpB,N,100,N,SYF-B
SYK,Stryker Corporation Common Stock,N,SYK,N,100,N,SYK
SYY,Sysco Corporation Common Stock,N,SYY,N,100,N,SYY
T,AT&T Inc.,N,T,N,100,N,T
T$A,"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.000% Perpetual Preferred Stock, Series A",N,TpA,N,100,N,T-A
T$C,"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.750% Perpetual Preferred Stock, Series C",N,TpC,N,100,N,T-C
TAC,TransAlta Corporation Ordinary Shares,N,TAC,N,100,N,TAC
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),N,TAK,N,100,N,TAK
TAL,TAL Education Group American Depositary Shares,N,TAL,N,100,N,TAL
TALO,"Talos Energy, Inc. Common Stock",N,TALO,N,100,N,TALO
TAP,Molson Coors Beverage Company Class B Common Stock,N,TAP,N,100,N,TAP
TAP.A,Molson Coors Beverage Company Class A Common Stock,N,TAP.A,N,100,N,TAP.A
TBB,AT&T Inc. 5.350% Global Notes due 2066,N,TBB,N,100,N,TBB
TBBB,BBB Foods Inc. Class A Common Shares,N,TBBB,N,100,N,TBBB
TBC,AT&T Inc. 5.625% Global Notes due 2067,N,TBC,N,100,N,TBC
TBI,"TrueBlue, Inc. Common Stock",N,TBI,N,100,N,TBI
TBN,Tamboran Resources Corporation Common stock,N,TBN,N,100,N,TBN
TCI,"Transcontinental Realty Investors, Inc. Common Stock",N,TCI,N,100,N,TCI
TCS,Container Store (The) Common Stock,N,TCS,N,100,N,TCS
TD,Toronto Dominion Bank (The) Common Stock,N,TD,N,100,N,TD
TDC,Teradata Corporation Common Stock,N,TDC,N,100,N,TDC
TDF,"Templeton Dragon Fund, Inc. Common Stock",N,TDF,N,100,N,TDF
TDG,Transdigm Group Incorporated Common Stock,N,TDG,N,100,N,TDG
TDOC,"Teladoc Health, Inc. Common Stock",N,TDOC,N,100,N,TDOC
TDS,"Telephone and Data Systems, Inc. Common Shares",N,TDS,N,100,N,TDS
TDS$U,"Telephone and Data Systems, Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock",N,TDSpU,N,100,N,TDS-U
TDS$V,"Telephone and Data Systems, Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock",N,TDSpV,N,100,N,TDS-V
TDW,Tidewater Inc. Common Stock,N,TDW,N,100,N,TDW
TDY,Teledyne Technologies Incorporated Common Stock,N,TDY,N,100,N,TDY
TEAF,Ecofin Sustainable and Social Impact Term Fund,N,TEAF,N,100,N,TEAF
TECK,Teck Resources Ltd Ordinary Shares,N,TECK,N,100,N,TECK
TEF,Telefonica SA Common Stock,N,TEF,N,100,N,TEF
TEI,"Templeton Emerging Markets Income Fund, Inc. Common Stock",N,TEI,N,100,N,TEI
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,N,TEL,N,100,N,TEL
TEN,Tsakos Energy Navigation Ltd Common Shares,N,TEN,N,100,N,TEN
TEN$E,"Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00",N,TENpE,N,100,N,TEN-E
TEN$F,"Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00",N,TENpF,N,100,N,TEN-F
TEO,Telecom Argentina SA,N,TEO,N,100,N,TEO
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,N,TEVA,N,100,N,TEVA
TEX,Terex Corporation Common Stock,N,TEX,N,100,N,TEX
TFC,Truist Financial Corporation Common Stock,N,TFC,N,100,N,TFC
TFC$I,Truist Financial Corporation Depositary Shares,N,TFCpI,N,100,N,TFC-I
TFC$O,"Truist Financial Corporation Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock",N,TFCpO,N,100,N,TFC-O
TFC$R,"Truist Financial Corporation Depositary Shares, each representing 1/1,000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock",N,TFCpR,N,100,N,TFC-R
TFII,TFI International Inc. Common Shares,N,TFII,N,100,N,TFII
TFPM,Triple Flag Precious Metals Corp. Common Shares,N,TFPM,N,100,N,TFPM
TFSA,"Terra Income Fund 6, LLC 7.00% Notes due 2026",N,TFSA,N,100,N,TFSA
TFX,Teleflex Incorporated Common Stock,N,TFX,N,100,N,TFX
TG,Tredegar Corporation Common Stock,N,TG,N,100,N,TG
TGI,"Triumph Group, Inc. Common Stock",N,TGI,N,100,N,TGI
TGLS,Tecnoglass Inc. Ordinary Shares,N,TGLS,N,100,N,TGLS
TGNA,TEGNA Inc,N,TGNA,N,100,N,TGNA
TGS,Transportadora de Gas del Sur SA TGS Common Stock,N,TGS,N,100,N,TGS
TGT,Target Corporation Common Stock,N,TGT,N,100,N,TGT
THC,Tenet Healthcare Corporation Common Stock,N,THC,N,100,N,THC
THG,Hanover Insurance Group Inc,N,THG,N,100,N,THG
THLV,THOR Financial Technologies Trust THOR Low Volatility ETF,N,THLV,Y,100,N,THLV
THO,"Thor Industries, Inc. Common Stock",N,THO,N,100,N,THO
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,N,THQ,N,100,N,THQ
THR,"Thermon Group Holdings, Inc. Common Stock",N,THR,N,100,N,THR
THS,"Treehouse Foods, Inc. Common Stock",N,THS,N,100,N,THS
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,N,THW,N,100,N,THW
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,N,TIMB,N,100,N,TIMB
TISI,"Team, Inc. Common Stock",N,TISI,N,100,N,TISI
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,N,TIXT,N,100,N,TIXT
TJX,"TJX Companies, Inc. (The) Common Stock",N,TJX,N,100,N,TJX
TK,Teekay Corporation Common Stock,N,TK,N,100,N,TK
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,N,TKC,N,100,N,TKC
TKO,"TKO Group Holdings, Inc. Class A Common Stock",N,TKO,N,100,N,TKO
TKR,Timken Company (The) Common Stock,N,TKR,N,100,N,TKR
TLK,"PT Telekomunikasi Indonesia, Tbk",N,TLK,N,100,N,TLK
TLYS,"Tilly's, Inc. Common Stock",N,TLYS,N,100,N,TLYS
TM,Toyota Motor Corporation Common Stock,N,TM,N,100,N,TM
TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",N,TME,N,100,N,TME
TMHC,Taylor Morrison Home Corporation Common Stock,N,TMHC,N,100,N,TMHC
TMO,Thermo Fisher Scientific Inc Common Stock,N,TMO,N,100,N,TMO
TNC,Tennant Company Common Stock,N,TNC,N,100,N,TNC
TNET,"TriNet Group, Inc. Common Stock",N,TNET,N,100,N,TNET
TNK,Teekay Tankers Ltd.,N,TNK,N,100,N,TNK
TNL,Travel   Leisure Co. Common  Stock,N,TNL,N,100,N,TNL
TOL,"Toll Brothers, Inc. Common Stock",N,TOL,N,100,N,TOL
TOST,"Toast, Inc. Class A Common Stock",N,TOST,N,100,N,TOST
TPB,"Turning Point Brands, Inc. Common Stock",N,TPB,N,100,N,TPB
TPC,Tutor Perini Corporation Common Stock,N,TPC,N,100,N,TPC
TPH,"Tri Pointe Homes, Inc. Common Stock",N,TPH,N,100,N,TPH
TPL,Texas Pacific Land Corporation Common Stock,N,TPL,N,100,N,TPL
TPR,"Tapestry, Inc. Common Stock",N,TPR,N,100,N,TPR
TPTA,"Terra Property Trust, Inc. 6.00% Notes due 2026",N,TPTA,N,100,N,TPTA
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,N,TPVG,N,100,N,TPVG
TPX,"Tempur Sealy International, Inc. Common Stock",N,TPX,N,100,N,TPX
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc Common Stock",N,TPZ,N,100,N,TPZ
TR,"Tootsie Roll Industries, Inc. Common Stock",N,TR,N,100,N,TR
TRAK,"ReposiTrak, Inc. Common Stock",N,TRAK,N,100,N,TRAK
TRC,Tejon Ranch Co Common Stock,N,TRC,N,100,N,TRC
TREX,"Trex Company, Inc. Common Stock",N,TREX,N,100,N,TREX
TRGP,"Targa Resources, Inc. Common Stock",N,TRGP,N,100,N,TRGP
TRI,Thomson Reuters Corp Common Shares,N,TRI,N,100,N,TRI
TRN,"Trinity Industries, Inc. Common Stock",N,TRN,N,100,N,TRN
TRNO,Terreno Realty Corporation Common Stock,N,TRNO,N,100,N,TRNO
TROX,Tronox Holdings plc Ordinary Shares (UK),N,TROX,N,100,N,TROX
TRP,TC Energy Corporation Common Stock,N,TRP,N,100,N,TRP
TRTN$A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,N,TRTNpA,N,100,N,TRTN-A
TRTN$B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,N,TRTNpB,N,100,N,TRTN-B
TRTN$C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,N,TRTNpC,N,100,N,TRTN-C
TRTN$D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,N,TRTNpD,N,100,N,TRTN-D
TRTN$E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,N,TRTNpE,N,100,N,TRTN-E
TRTX,"TPG RE Finance Trust, Inc. Common Stock",N,TRTX,N,100,N,TRTX
TRTX$C,"TPG RE Finance Trust, Inc. 6.25% Series C Cumulative Redeemable Preferred Stock, $0.001 par value per share",N,TRTXpC,N,100,N,TRTX-C
